Household_ID,State,Urban,Household_Size,Internet_Access,Online_Purchase,Online_Food,Online_Medicine,Online_Consumables,Online_Electronics,Sample_Weight
7492,Tamil Nadu,0,1,0,0,0,0,0,0,130.56855295820418
7493,Tamil Nadu,0,4,1,0,0,0,0,0,114.5634546125473
7494,Tamil Nadu,1,4,1,1,1,0,1,0,140.02264293124185
7495,Tamil Nadu,0,6,1,1,1,0,0,1,195.5127199524812
7496,Tamil Nadu,0,5,1,1,0,0,0,0,74.06013847551293
7497,Tamil Nadu,1,3,1,1,0,0,0,0,101.61077539997964
7498,Tamil Nadu,0,5,0,0,0,0,0,0,78.77814575904647
7499,Tamil Nadu,1,2,1,1,1,1,0,0,100.8400512344263
7500,Tamil Nadu,1,4,1,1,1,0,0,0,125.18374617997208
7501,Tamil Nadu,1,2,1,1,0,0,0,0,156.57709550510046
7502,Tamil Nadu,1,5,1,1,0,1,0,0,124.51972911669877
7503,Tamil Nadu,1,1,1,1,1,0,0,1,51.30788156117884
7504,Tamil Nadu,0,8,0,0,0,0,0,0,91.37367877210849
7505,Tamil Nadu,0,4,1,1,1,0,0,0,99.07403347276534
7506,Tamil Nadu,1,5,1,0,0,0,0,0,138.62383518762533
7507,Tamil Nadu,0,3,0,0,0,0,0,0,76.21280173812389
7508,Tamil Nadu,0,6,1,0,0,0,0,0,73.0279829254463
7509,Tamil Nadu,0,5,0,0,0,0,0,0,139.7473863353847
7510,Tamil Nadu,1,4,1,0,0,0,0,0,182.52386061288126
7511,Tamil Nadu,1,4,1,0,0,0,0,0,152.93785544954335
7512,Tamil Nadu,1,2,0,0,0,0,0,0,148.9853027534139
7513,Tamil Nadu,1,3,1,1,0,1,0,0,163.98180954492022
7514,Tamil Nadu,1,3,1,1,0,0,0,0,139.11209304506576
7515,Tamil Nadu,0,6,1,0,0,0,0,0,86.01210564228127
7516,Tamil Nadu,0,4,0,0,0,0,0,0,94.15089955045127
7517,Tamil Nadu,1,5,1,0,0,0,0,0,157.97978364090073
7518,Tamil Nadu,0,3,1,1,1,0,0,1,66.67211823060867
7519,Tamil Nadu,0,7,1,0,0,0,0,0,73.29386546654548
7520,Tamil Nadu,1,4,1,1,1,0,0,0,154.59932120692443
7521,Tamil Nadu,1,1,1,1,1,0,1,0,110.58646230586244
7522,Tamil Nadu,0,3,0,0,0,0,0,0,54.853729819035294
7523,Tamil Nadu,1,2,1,1,1,0,0,0,179.53031200621086
7524,Tamil Nadu,1,1,1,1,1,0,1,0,65.74330408648699
7525,Tamil Nadu,1,2,1,1,0,1,0,0,151.84890452874743
7526,Tamil Nadu,0,6,1,1,1,0,1,0,173.82559758367418
7527,Tamil Nadu,1,2,1,1,1,0,0,0,121.44829370260857
7528,Tamil Nadu,1,1,1,1,0,1,0,0,149.704381435147
7529,Tamil Nadu,0,6,0,0,0,0,0,0,192.50697137370085
7530,Tamil Nadu,0,2,1,1,1,1,0,1,148.28486543041743
7531,Tamil Nadu,1,4,1,1,1,0,1,0,194.19043196099108
7532,Tamil Nadu,1,2,1,1,1,1,0,0,168.88216832799162
7533,Tamil Nadu,0,5,0,0,0,0,0,0,189.12745753888254
7534,Tamil Nadu,1,4,1,1,0,0,1,0,56.35342313922803
7535,Tamil Nadu,0,7,1,1,1,1,0,0,101.24103981170381
7536,Tamil Nadu,1,3,0,0,0,0,0,0,132.72917169018055
7537,Tamil Nadu,1,3,1,1,1,0,1,1,60.682752863544444
7538,Tamil Nadu,1,3,1,0,0,0,0,0,100.67637436720757
7539,Tamil Nadu,0,3,1,0,0,0,0,0,130.97158443934438
7540,Tamil Nadu,1,5,1,0,0,0,0,0,93.8515174018523
7541,Tamil Nadu,0,5,0,0,0,0,0,0,86.75232731174171
7542,Tamil Nadu,1,3,1,1,0,0,0,1,116.94927334751306
7543,Tamil Nadu,0,6,0,0,0,0,0,0,76.20689831381708
7544,Tamil Nadu,1,3,1,1,1,0,0,1,193.41630025221784
7545,Tamil Nadu,0,6,1,1,0,0,0,0,86.40739050465436
7546,Tamil Nadu,0,4,0,0,0,0,0,0,80.1019895157623
7547,Tamil Nadu,1,2,1,1,1,1,0,0,149.67290566923904
7548,Tamil Nadu,0,3,0,0,0,0,0,0,118.84549604589643
7549,Tamil Nadu,0,6,0,0,0,0,0,0,175.71309630363973
7550,Tamil Nadu,1,2,0,0,0,0,0,0,188.2906438961522
7551,Tamil Nadu,1,3,1,0,0,0,0,0,68.88335487712776
7552,Tamil Nadu,0,5,0,0,0,0,0,0,54.86732872236681
7553,Tamil Nadu,1,2,0,0,0,0,0,0,156.19396490332497
7554,Tamil Nadu,1,5,1,1,0,0,0,0,74.96874211760363
7555,Tamil Nadu,1,2,1,1,1,0,1,1,60.57856456938911
7556,Tamil Nadu,1,1,1,1,1,0,1,0,107.91475126642865
7557,Tamil Nadu,1,5,1,1,0,1,0,0,141.74220454360704
7558,Tamil Nadu,1,6,1,1,0,0,0,0,70.30517746860741
7559,Tamil Nadu,0,2,0,0,0,0,0,0,101.6736724465374
7560,Tamil Nadu,0,5,0,0,0,0,0,0,66.37107573323733
7561,Tamil Nadu,1,2,1,1,1,1,0,0,169.68879742740341
7562,Tamil Nadu,1,3,1,1,0,0,0,0,142.40670234189554
7563,Tamil Nadu,1,3,1,1,0,1,0,0,85.62814377172612
7564,Tamil Nadu,1,2,1,1,1,0,0,0,181.20906820211923
7565,Tamil Nadu,1,1,1,0,0,0,0,0,70.20315333600432
7566,Tamil Nadu,0,4,1,0,0,0,0,0,189.21574724456173
7567,Tamil Nadu,0,4,0,0,0,0,0,0,143.32073898754365
7568,Tamil Nadu,0,2,1,1,1,0,1,0,77.80092897823263
7569,Tamil Nadu,1,6,0,0,0,0,0,0,138.71291911760744
7570,Tamil Nadu,1,5,1,0,0,0,0,0,119.3558531294894
7571,Tamil Nadu,0,5,0,0,0,0,0,0,93.22419328412603
7572,Tamil Nadu,1,3,1,1,0,0,0,0,143.3954295259436
7573,Tamil Nadu,1,6,1,1,0,0,0,0,77.34155158971541
7574,Tamil Nadu,0,6,0,0,0,0,0,0,104.46595522668265
7575,Tamil Nadu,0,5,0,0,0,0,0,0,91.78653209112738
7576,Tamil Nadu,0,4,1,0,0,0,0,0,123.52883735373082
7577,Tamil Nadu,1,2,1,1,1,1,0,0,90.72928635240649
7578,Tamil Nadu,0,2,0,0,0,0,0,0,79.22254077511585
7579,Tamil Nadu,0,1,1,1,1,1,1,0,113.32495173282572
7580,Tamil Nadu,1,2,1,1,1,0,1,0,149.58942324307446
7581,Tamil Nadu,1,2,1,0,0,0,0,0,156.6898155420755
7582,Tamil Nadu,1,5,0,0,0,0,0,0,126.56713472023176
7583,Tamil Nadu,1,2,1,1,1,1,0,0,60.96279879784899
7584,Tamil Nadu,1,4,1,1,1,0,1,1,142.99128098025017
7585,Tamil Nadu,1,4,1,1,1,1,0,0,153.44896779660897
7586,Tamil Nadu,0,3,0,0,0,0,0,0,154.129783689367
7587,Tamil Nadu,1,2,0,0,0,0,0,0,133.07636969626316
7588,Tamil Nadu,1,3,0,0,0,0,0,0,159.52290344583167
7589,Tamil Nadu,0,7,0,0,0,0,0,0,182.2710881744861
7590,Tamil Nadu,1,3,1,0,0,0,0,0,138.7890696406178
7591,Tamil Nadu,1,1,1,1,1,0,0,0,114.23482363495049
7592,Tamil Nadu,1,5,0,0,0,0,0,0,102.95907775603686
7593,Tamil Nadu,1,2,1,1,1,1,1,0,138.14158060917077
7594,Tamil Nadu,1,1,0,0,0,0,0,0,130.8132117097394
7595,Tamil Nadu,1,2,1,1,0,1,0,0,114.90153024280067
7596,Tamil Nadu,1,5,1,0,0,0,0,0,63.365523138375714
7597,Tamil Nadu,0,4,0,0,0,0,0,0,67.64031074774834
7598,Tamil Nadu,1,2,1,1,1,1,0,1,103.54154650910303
7599,Tamil Nadu,1,6,1,0,0,0,0,0,98.48587629872776
7600,Tamil Nadu,1,5,1,0,0,0,0,0,132.21315767073634
7601,Tamil Nadu,1,7,1,0,0,0,0,0,138.72869067067444
7602,Tamil Nadu,0,4,0,0,0,0,0,0,72.74939447253159
7603,Tamil Nadu,1,2,1,1,1,0,0,0,171.36529176989683
7604,Tamil Nadu,0,2,1,1,0,0,0,0,69.08211722310405
7605,Tamil Nadu,0,4,0,0,0,0,0,0,193.25450505386536
7606,Tamil Nadu,1,4,1,1,0,0,1,0,189.59785136887632
7607,Tamil Nadu,1,7,1,1,1,1,1,0,60.80164677800552
7608,Tamil Nadu,1,3,1,1,1,1,0,1,101.03962891446496
7609,Tamil Nadu,1,4,1,1,0,0,1,0,102.23148645571507
7610,Tamil Nadu,1,4,1,0,0,0,0,0,125.14163770558075
7611,Tamil Nadu,1,5,1,0,0,0,0,0,95.99802966784593
7612,Tamil Nadu,1,2,1,1,1,1,1,1,83.94568319128794
7613,Tamil Nadu,1,4,1,0,0,0,0,0,100.50188352591898
7614,Tamil Nadu,1,6,1,1,1,0,0,0,197.15453401137123
7615,Tamil Nadu,1,6,1,1,1,1,0,1,104.23279615896602
7616,Tamil Nadu,0,5,0,0,0,0,0,0,52.1928369000084
7617,Tamil Nadu,1,2,1,1,1,1,0,0,173.16313259250748
7618,Tamil Nadu,1,4,1,0,0,0,0,0,110.74413777048105
7619,Tamil Nadu,1,3,1,1,0,0,0,0,74.22864313264247
7620,Tamil Nadu,0,1,1,1,0,0,0,0,158.74510139963206
7621,Tamil Nadu,0,4,0,0,0,0,0,0,130.51332759653747
7622,Tamil Nadu,0,6,1,1,0,1,0,0,72.85347234800304
7623,Tamil Nadu,0,6,1,1,0,1,1,0,64.58785391139432
7624,Tamil Nadu,1,3,1,1,1,0,0,0,77.20624207167334
7625,Tamil Nadu,1,1,1,1,1,1,0,0,105.77550671136119
7626,Tamil Nadu,0,4,0,1,1,1,0,1,77.07801363259082
7627,Tamil Nadu,1,1,0,0,0,0,0,0,142.6227282512414
7628,Tamil Nadu,0,3,0,0,0,0,0,0,60.7186947293125
7629,Tamil Nadu,1,2,1,1,0,1,0,1,199.57895588516675
7630,Tamil Nadu,0,2,0,0,0,0,0,0,62.10536459767808
7631,Tamil Nadu,1,2,1,0,0,0,0,0,181.33172653278987
7632,Tamil Nadu,0,3,1,1,0,0,0,0,108.91256518594855
7633,Tamil Nadu,1,1,1,0,0,0,0,0,116.634528248031
7634,Tamil Nadu,0,4,1,0,0,0,0,0,123.88910506163802
7635,Tamil Nadu,1,5,1,1,1,1,1,1,74.1357251787948
7636,Tamil Nadu,1,3,1,0,0,0,0,0,51.51715949974864
7637,Tamil Nadu,1,1,1,0,0,0,0,0,77.33856749856646
7638,Tamil Nadu,1,1,1,1,0,1,1,0,142.7976345781061
7639,Tamil Nadu,1,2,1,1,1,1,1,0,152.44759502134002
7640,Tamil Nadu,0,4,1,0,0,0,0,0,155.74830016014232
7641,Tamil Nadu,0,2,0,0,0,0,0,0,180.56861884172147
7642,Tamil Nadu,1,3,1,1,0,1,0,0,71.96123010693938
7643,Tamil Nadu,0,8,1,0,0,0,0,0,72.06096401955145
7644,Tamil Nadu,0,4,0,0,0,0,0,0,168.6471711349151
7645,Tamil Nadu,1,2,1,1,0,1,0,0,117.56510950110712
7646,Tamil Nadu,1,4,1,0,0,0,0,0,160.34991413759386
7647,Tamil Nadu,0,6,0,0,0,0,0,0,173.03107390449827
7648,Tamil Nadu,1,4,1,1,0,0,1,1,63.9451074304315
7649,Tamil Nadu,0,2,1,1,1,0,1,0,111.75622491725355
7650,Tamil Nadu,1,4,1,0,0,0,0,0,198.41487323911218
7651,Tamil Nadu,0,5,1,1,1,0,0,1,130.1204646507189
7652,Tamil Nadu,0,4,0,0,0,0,0,0,83.53050829600991
7653,Tamil Nadu,1,3,1,0,0,0,0,0,135.7764095511908
7654,Tamil Nadu,1,1,1,1,0,1,0,1,198.058053070204
7655,Tamil Nadu,0,6,0,0,0,0,0,0,86.66559779206544
7656,Tamil Nadu,0,5,1,1,0,0,1,1,101.20120412510175
7657,Tamil Nadu,0,2,0,0,0,0,0,0,165.23659549606506
7658,Tamil Nadu,0,4,1,0,0,0,0,0,62.5271420809642
7659,Tamil Nadu,0,8,0,0,0,0,0,0,53.50038971906112
7660,Tamil Nadu,1,2,1,1,0,1,0,1,116.06582832435551
7661,Tamil Nadu,0,4,1,0,0,0,0,0,98.55009806591315
7662,Tamil Nadu,0,5,0,0,0,0,0,0,165.96313918845823
7663,Tamil Nadu,1,3,1,1,1,0,0,0,115.29496877551226
7664,Tamil Nadu,1,3,1,0,0,0,0,0,168.65900527854978
7665,Tamil Nadu,0,3,1,1,1,0,1,1,132.8531704211149
7666,Tamil Nadu,1,5,0,0,0,0,0,0,195.71280094618797
7667,Tamil Nadu,1,2,0,0,0,0,0,0,116.63786641905338
7668,Tamil Nadu,0,3,1,0,0,0,0,0,158.45376549060512
7669,Tamil Nadu,0,4,1,1,0,0,1,0,99.59864428083762
7670,Tamil Nadu,1,3,0,0,0,0,0,0,198.3200291956711
7671,Tamil Nadu,1,3,1,1,1,0,1,1,113.10102554982896
7672,Tamil Nadu,1,4,0,0,0,0,0,0,82.28206752434633
7673,Tamil Nadu,0,5,1,0,0,0,0,0,194.97179665889595
7674,Tamil Nadu,1,2,1,1,1,0,0,0,114.7908888270726
7675,Tamil Nadu,0,8,0,0,0,0,0,0,105.88398182118628
7676,Tamil Nadu,0,4,0,0,0,0,0,0,156.1164801323289
7677,Tamil Nadu,1,4,1,1,0,0,0,1,177.3292159030529
7678,Tamil Nadu,0,3,0,0,0,0,0,0,130.66013886627923
7679,Tamil Nadu,1,5,1,0,0,0,0,0,110.13608471027585
7680,Tamil Nadu,0,6,0,0,0,0,0,0,154.87894817427048
7681,Tamil Nadu,0,2,0,0,0,0,0,0,122.24145111791303
7682,Tamil Nadu,1,5,1,0,0,0,0,0,121.73910919296439
7683,Tamil Nadu,0,3,1,0,0,0,0,0,68.34955664013539
7684,Tamil Nadu,1,6,1,1,0,0,0,1,150.86115143604235
7685,Tamil Nadu,1,4,1,0,0,0,0,0,75.90245973201479
7686,Tamil Nadu,1,5,1,0,0,0,0,0,83.29406838110671
7687,Tamil Nadu,1,1,0,0,0,0,0,0,185.70614096814487
7688,Tamil Nadu,0,7,1,1,1,0,0,0,112.41894314667121
7689,Tamil Nadu,1,3,1,1,1,0,0,0,116.15669388707505
7690,Tamil Nadu,1,5,1,1,0,0,1,0,113.84755767523313
7691,Tamil Nadu,0,4,1,0,0,0,0,0,60.7772797250483
7692,Tamil Nadu,0,4,1,0,0,0,0,0,166.6894010594777
7693,Tamil Nadu,1,4,1,0,0,0,0,0,154.76374912230256
7694,Tamil Nadu,0,5,1,0,0,0,0,0,170.75714838178595
7695,Tamil Nadu,1,3,0,0,0,0,0,0,92.07136498584566
7696,Tamil Nadu,1,3,1,1,1,1,0,0,187.11068453693656
7697,Tamil Nadu,0,4,0,0,0,0,0,0,162.01961543680113
7698,Tamil Nadu,1,2,1,1,1,1,0,0,101.53250291283896
7699,Tamil Nadu,1,6,1,1,1,1,0,0,190.9996083483353
7700,Tamil Nadu,1,1,1,1,1,0,0,0,166.2111329841744
7701,Tamil Nadu,1,3,1,1,1,0,1,0,93.08559824598998
7702,Tamil Nadu,1,2,1,1,0,1,0,1,127.06822503450925
7703,Tamil Nadu,0,5,0,0,0,0,0,0,120.57410577587132
7704,Tamil Nadu,1,4,0,0,0,0,0,0,91.95639914015204
7705,Tamil Nadu,0,5,1,1,1,1,0,0,92.19679390363312
7706,Tamil Nadu,1,1,0,0,0,0,0,0,74.63741187147627
7707,Tamil Nadu,0,5,0,0,0,0,0,0,112.31883607364993
7708,Tamil Nadu,0,5,1,1,0,0,0,0,130.6565057111067
7709,Tamil Nadu,0,5,1,1,0,0,0,1,137.52586364914396
7710,Tamil Nadu,0,1,0,0,0,0,0,0,119.47459522893556
7711,Tamil Nadu,1,4,1,0,0,0,0,0,56.61451678500993
7712,Tamil Nadu,0,6,1,1,0,0,0,0,176.22635462078358
7713,Tamil Nadu,1,4,1,1,0,0,0,0,127.90946767912993
7714,Tamil Nadu,1,2,1,1,1,1,1,0,149.56242284717345
7715,Tamil Nadu,0,4,0,0,0,0,0,0,86.78978211470326
7716,Tamil Nadu,0,5,1,0,0,0,0,0,178.70079968540833
7717,Tamil Nadu,0,2,1,1,1,1,0,0,158.40261240057788
7718,Tamil Nadu,1,2,1,1,1,1,1,1,158.803931512566
7719,Tamil Nadu,0,5,0,0,0,0,0,0,60.66623473695191
7720,Tamil Nadu,1,1,1,1,1,1,0,0,70.87758175173514
7721,Tamil Nadu,0,7,1,1,0,1,0,0,122.4800481416253
7722,Tamil Nadu,1,2,1,1,1,0,0,1,191.5048958611961
7723,Tamil Nadu,0,6,1,1,1,0,0,1,53.537332652597726
7724,Tamil Nadu,1,2,1,1,1,1,0,0,129.5252356127778
7725,Tamil Nadu,1,3,0,0,0,0,0,0,75.80187717568397
7726,Tamil Nadu,0,5,1,1,0,1,1,0,172.41315115068213
7727,Tamil Nadu,0,2,0,0,0,0,0,0,157.53767894356446
7728,Tamil Nadu,0,3,0,0,0,0,0,0,66.71243450285073
7729,Tamil Nadu,0,8,0,0,0,0,0,0,137.49690588635082
7730,Tamil Nadu,1,3,0,0,0,0,0,0,123.5681280717156
7731,Tamil Nadu,1,2,1,0,0,0,0,0,109.48070795518703
7732,Tamil Nadu,0,4,0,0,0,0,0,0,185.18021118269334
7733,Tamil Nadu,1,5,1,0,0,0,0,0,187.42348624581885
7734,Tamil Nadu,1,4,0,0,0,0,0,0,56.57380588117409
7735,Tamil Nadu,1,3,1,1,0,0,0,0,70.18628459428739
7736,Tamil Nadu,1,1,1,1,1,0,0,0,79.22380344458593
7737,Tamil Nadu,1,5,1,1,1,1,1,0,172.63774150787543
7738,Tamil Nadu,1,2,0,0,0,0,0,0,132.69341032334785
7739,Tamil Nadu,0,3,0,0,0,0,0,0,177.44074183421978
7740,Tamil Nadu,1,3,1,0,0,0,0,0,77.51654454401861
7741,Tamil Nadu,0,2,0,0,0,0,0,0,50.691482523664654
7742,Tamil Nadu,0,3,1,1,0,1,0,0,191.54240273005212
7743,Tamil Nadu,1,2,1,1,1,1,0,0,70.11785212629164
7744,Tamil Nadu,1,1,1,1,0,0,0,0,138.44128877094775
7745,Tamil Nadu,1,5,0,0,0,0,0,0,66.82374438609546
7746,Tamil Nadu,0,4,1,0,0,0,0,0,156.75700315002985
7747,Tamil Nadu,0,5,1,1,1,0,0,0,103.49334487869712
7748,Tamil Nadu,0,5,0,0,0,0,0,0,143.5502564134784
7749,Tamil Nadu,0,2,0,0,0,0,0,0,190.4819525770993
7750,Tamil Nadu,0,5,1,1,1,0,1,0,166.62935655788175
7751,Tamil Nadu,1,5,1,0,0,0,0,0,151.51749638816838
7752,Tamil Nadu,0,1,1,0,0,0,0,0,64.80076474899613
7753,Tamil Nadu,1,3,1,1,1,0,0,1,193.64223764161318
7754,Tamil Nadu,0,5,1,0,0,0,0,0,91.41149519126708
7755,Tamil Nadu,0,2,0,0,0,0,0,0,78.25303465715155
7756,Tamil Nadu,1,2,1,1,1,0,0,0,142.9057701117153
7757,Tamil Nadu,1,1,0,0,0,0,0,0,124.2836670470503
7758,Tamil Nadu,0,4,0,0,0,0,0,0,109.23927141777418
7759,Tamil Nadu,0,3,0,0,0,0,0,0,168.39991926103932
7760,Tamil Nadu,1,7,0,1,1,1,1,0,141.31047917178182
7761,Tamil Nadu,1,4,1,0,0,0,0,0,96.49489137519366
7762,Tamil Nadu,1,4,1,0,0,0,0,0,55.88908416578392
7763,Tamil Nadu,1,3,1,0,0,0,0,0,192.59912453286816
7764,Tamil Nadu,0,4,0,0,0,0,0,0,51.07380253930138
7765,Tamil Nadu,1,3,1,1,0,0,0,1,127.4050280095177
7766,Tamil Nadu,0,3,0,0,0,0,0,0,67.98147916252255
7767,Tamil Nadu,1,2,0,0,0,0,0,0,143.31444384271992
7768,Tamil Nadu,1,3,1,0,0,0,0,0,105.16935854457624
7769,Tamil Nadu,0,4,0,0,0,0,0,0,176.7053314084975
7770,Tamil Nadu,1,1,1,0,0,0,0,0,66.59359347447894
7771,Tamil Nadu,1,4,1,0,0,0,0,0,138.76316363319324
7772,Tamil Nadu,1,4,1,0,0,0,0,0,56.96173980095162
7773,Tamil Nadu,0,1,0,0,0,0,0,0,185.07881150033376
7774,Tamil Nadu,1,2,0,0,0,0,0,0,165.0184450994463
7775,Tamil Nadu,1,2,1,1,0,1,1,0,90.18029116762703
7776,Tamil Nadu,1,3,1,1,0,0,1,1,195.73600494666482
7777,Tamil Nadu,0,4,0,0,0,0,0,0,77.20882002444397
7778,Tamil Nadu,1,7,1,1,0,1,0,0,151.55321695050236
7779,Tamil Nadu,0,1,0,0,0,0,0,0,117.40240782875708
7780,Tamil Nadu,0,3,0,0,0,0,0,0,160.7751520459987
7781,Tamil Nadu,0,3,1,1,0,1,1,1,68.16996794843375
7782,Tamil Nadu,1,6,1,1,1,0,0,1,89.60700998795457
7783,Tamil Nadu,0,6,1,1,1,0,1,0,191.44182017611632
7784,Tamil Nadu,1,5,1,1,0,0,1,1,123.78614494639936
7785,Tamil Nadu,0,5,1,1,0,0,1,0,186.0154546366091
7786,Tamil Nadu,1,2,1,0,0,0,0,0,175.61963850026132
7787,Tamil Nadu,0,3,0,0,0,0,0,0,187.5317982741659
7788,Tamil Nadu,0,6,1,0,0,0,0,0,88.58782051986766
7789,Tamil Nadu,1,3,1,1,1,1,1,0,144.20981049962128
7790,Tamil Nadu,1,6,1,1,0,0,1,0,126.09101959155626
7791,Tamil Nadu,0,7,1,0,0,0,0,0,182.55034134679806
7792,Tamil Nadu,0,4,0,0,0,0,0,0,128.61714338325527
7793,Tamil Nadu,1,3,1,1,0,0,0,0,162.772902247515
7794,Tamil Nadu,0,2,0,0,0,0,0,0,149.68820401909213
7795,Tamil Nadu,0,5,0,0,0,0,0,0,186.89545358987792
7796,Tamil Nadu,1,1,1,1,1,0,0,1,187.963076534386
7797,Tamil Nadu,0,7,0,0,0,0,0,0,143.41927296346086
7798,Tamil Nadu,1,4,1,0,0,0,0,0,190.12565953236032
7799,Tamil Nadu,0,5,0,0,0,0,0,0,136.87864211298427
7800,Tamil Nadu,1,7,0,0,0,0,0,0,133.0001551543416
7801,Tamil Nadu,1,1,1,1,1,1,0,0,172.5491357887985
7802,Tamil Nadu,0,5,0,0,0,0,0,0,59.49450277172743
7803,Tamil Nadu,0,4,0,0,0,0,0,0,51.80704634124206
7804,Tamil Nadu,1,1,0,0,0,0,0,0,105.68458536089713
7805,Tamil Nadu,1,2,1,0,0,0,0,0,84.93111550510275
7806,Tamil Nadu,0,7,0,0,0,0,0,0,164.8695919641662
7807,Tamil Nadu,1,6,1,1,1,0,0,0,189.64468552131603
7808,Tamil Nadu,0,3,0,0,0,0,0,0,133.59742879960575
7809,Tamil Nadu,1,6,1,0,0,0,0,0,52.907040498946955
7810,Tamil Nadu,1,4,1,1,1,1,0,0,120.31801026516355
7811,Tamil Nadu,0,8,0,1,0,0,1,1,184.88363884432695
7812,Tamil Nadu,0,3,0,0,0,0,0,0,96.38225794719096
7813,Tamil Nadu,0,4,0,0,0,0,0,0,50.06080327855035
7814,Tamil Nadu,1,3,1,0,0,0,0,0,177.03305295875924
7815,Tamil Nadu,0,4,0,0,0,0,0,0,79.90944959848419
7816,Tamil Nadu,1,6,1,1,0,0,1,0,156.2309124610817
7817,Tamil Nadu,0,2,1,1,1,0,0,0,62.77319339346754
7818,Tamil Nadu,0,6,1,0,0,0,0,0,168.30439271179318
7819,Tamil Nadu,0,4,0,0,0,0,0,0,176.65140963419313
7820,Tamil Nadu,1,3,1,1,0,1,0,0,188.01855959408266
7821,Tamil Nadu,0,6,0,0,0,0,0,0,119.0791640223872
7822,Tamil Nadu,1,4,1,1,0,1,1,0,55.51353636120918
7823,Tamil Nadu,1,3,1,0,0,0,0,0,112.07822140628505
7824,Tamil Nadu,1,2,1,0,0,0,0,0,180.43959669073016
7825,Tamil Nadu,1,1,1,1,1,1,1,0,194.74118525578055
7826,Tamil Nadu,1,2,0,0,0,0,0,0,193.69638194578357
7827,Tamil Nadu,1,3,1,0,0,0,0,0,173.75039172651185
7828,Tamil Nadu,1,4,1,1,0,0,0,0,112.45160995194743
7829,Tamil Nadu,0,3,1,1,0,1,0,0,127.22765388828175
7830,Tamil Nadu,0,5,0,0,0,0,0,0,97.01002002992895
7831,Tamil Nadu,0,1,1,1,0,1,0,0,152.97333607962966
7832,Tamil Nadu,1,4,1,0,0,0,0,0,162.40238970192325
7833,Tamil Nadu,0,3,0,0,0,0,0,0,92.27852537149624
7834,Tamil Nadu,1,2,1,1,1,1,0,0,195.6551963747332
7835,Tamil Nadu,1,1,1,1,1,0,0,0,152.6980178429976
7836,Tamil Nadu,1,2,1,1,1,0,0,1,100.27806521972515
7837,Tamil Nadu,1,2,1,1,1,1,0,0,110.22650577172291
7838,Tamil Nadu,0,8,1,0,0,0,0,0,103.24678227427158
7839,Tamil Nadu,0,7,1,0,0,0,0,0,160.7407029745973
7840,Tamil Nadu,0,5,1,0,0,0,0,0,158.99414236729692
7841,Tamil Nadu,1,4,1,0,0,0,0,0,142.81093550510178
7842,Tamil Nadu,1,6,1,1,1,0,1,0,194.2087510241461
7843,Tamil Nadu,1,1,1,1,1,0,0,0,118.52066959476463
7844,Tamil Nadu,0,3,0,1,1,1,1,0,96.16986407272589
7845,Tamil Nadu,1,2,1,1,0,0,1,1,52.62416556143918
7846,Tamil Nadu,1,2,1,1,0,1,1,0,116.22298073591709
7847,Tamil Nadu,1,4,1,1,0,0,0,1,159.12090686909988
7848,Tamil Nadu,0,3,0,0,0,0,0,0,157.82628268471896
7849,Tamil Nadu,1,3,1,1,0,0,0,0,58.21458405977418
7850,Tamil Nadu,0,5,1,0,0,0,0,0,143.4538134795559
7851,Tamil Nadu,0,3,0,0,0,0,0,0,63.57354650580673
7852,Tamil Nadu,1,5,1,1,1,1,1,0,170.5210218181949
7853,Tamil Nadu,0,4,0,0,0,0,0,0,149.27017273662
7854,Tamil Nadu,0,6,0,0,0,0,0,0,108.65768926896243
7855,Tamil Nadu,1,2,1,0,0,0,0,0,195.85578380562663
7856,Tamil Nadu,1,2,1,1,0,0,0,0,106.37789537298686
7857,Tamil Nadu,1,1,1,1,1,0,1,0,88.5443644513661
7858,Tamil Nadu,0,6,0,0,0,0,0,0,167.33654276495122
7859,Tamil Nadu,1,2,1,1,1,1,1,0,148.7394309139542
7860,Tamil Nadu,1,5,1,1,0,1,1,0,76.94389826354053
7861,Tamil Nadu,0,2,0,0,0,0,0,0,135.98980922953353
7862,Tamil Nadu,1,2,1,1,1,1,1,0,175.77925590333285
7863,Tamil Nadu,1,4,1,0,0,0,0,0,91.0983537284193
7864,Tamil Nadu,1,5,0,0,0,0,0,0,99.39494267128728
7865,Tamil Nadu,1,1,0,0,0,0,0,0,182.03124930814204
7866,Tamil Nadu,0,4,0,0,0,0,0,0,107.56231762926566
7867,Tamil Nadu,0,3,1,0,0,0,0,0,153.6817504779401
7868,Tamil Nadu,1,3,1,0,0,0,0,0,141.83541946569923
7869,Tamil Nadu,1,2,1,1,1,0,1,0,186.31777033999728
7870,Tamil Nadu,1,3,1,0,0,0,0,0,103.76310268983192
7871,Tamil Nadu,0,6,0,0,0,0,0,0,147.92246465910142
7872,Tamil Nadu,1,2,1,1,1,0,0,1,133.18097816335887
7873,Tamil Nadu,1,2,1,1,1,0,0,0,93.6787968897975
7874,Tamil Nadu,1,1,1,1,0,0,1,0,147.22536124850066
7875,Tamil Nadu,1,8,1,1,0,1,0,1,132.8750524693333
7876,Tamil Nadu,1,4,1,1,1,0,1,0,108.4765523537242
7877,Tamil Nadu,1,5,1,0,0,0,0,0,173.45318311055485
7878,Tamil Nadu,1,1,1,0,0,0,0,0,125.17275986850261
